Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-d1mn,Randomise questionnaire elements?,Question Key,Response
5,1644015912793,04/02/2022 23:05:12,1644015912407,-6,04/02/2022 17:05:12,61650,7,questionnaire-vwly,,19184417,tfzoum0e,5686121,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1280x800,1280x637,,Demographics Questionnaire,5,11 or younger,No,ethnicity,Not Hispanic or Latino
6,1644015912793,04/02/2022 23:05:12,1644015912407,-6,04/02/2022 17:05:12,61650,7,questionnaire-vwly,,19184417,tfzoum0e,5686121,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1280x800,1280x637,,Demographics Questionnaire,5,11 or younger,No,ethnicity-quantised,2
7,1644015912793,04/02/2022 23:05:12,1644015912407,-6,04/02/2022 17:05:12,61650,7,questionnaire-vwly,,19184417,tfzoum0e,5686121,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1280x800,1280x637,,Demographics Questionnaire,5,11 or younger,No,race-2,Asian
8,1644015912793,04/02/2022 23:05:12,1644015912407,-6,04/02/2022 17:05:12,61650,7,questionnaire-vwly,,19184417,tfzoum0e,5686121,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1280x800,1280x637,,Demographics Questionnaire,5,11 or younger,No,email,***REMOVED***
9,1644015912793,04/02/2022 23:05:12,1644015912407,-6,04/02/2022 17:05:12,61650,7,questionnaire-vwly,,19184417,tfzoum0e,5686121,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1280x800,1280x637,,Demographics Questionnaire,5,11 or younger,No,END QUESTIONNAIRE,102357
1,1643075065412,25/01/2022 01:44:25,1643075065165,-5,24/01/2022 20:44:25,61650,7,questionnaire-vwly,,18834374,78mtxcaj,5573767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x735,,Demographics Questionnaire,5,older than 11 years,No,BEGIN QUESTIONNAIRE,
2,1643075089995,25/01/2022 01:44:49,1643075089802,-5,24/01/2022 20:44:49,61650,7,questionnaire-vwly,,18834374,78mtxcaj,5573767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x735,,Demographics Questionnaire,5,older than 11 years,No,age-month,2
3,1643075090129,25/01/2022 01:44:50,1643075089806,-5,24/01/2022 20:44:49,61650,7,questionnaire-vwly,,18834374,78mtxcaj,5573767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x735,,Demographics Questionnaire,5,older than 11 years,No,age-year,12
4,1643075090129,25/01/2022 01:44:50,1643075089806,-5,24/01/2022 20:44:49,61650,7,questionnaire-vwly,,18834374,78mtxcaj,5573767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x735,,Demographics Questionnaire,5,older than 11 years,No,gender,Male
5,1643075090129,25/01/2022 01:44:50,1643075089806,-5,24/01/2022 20:44:49,61650,7,questionnaire-vwly,,18834374,78mtxcaj,5573767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x735,,Demographics Questionnaire,5,older than 11 years,No,ethnicity,Not Hispanic or Latino
6,1643075090129,25/01/2022 01:44:50,1643075089807,-5,24/01/2022 20:44:49,61650,7,questionnaire-vwly,,18834374,78mtxcaj,5573767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x735,,Demographics Questionnaire,5,older than 11 years,No,ethnicity-quantised,2
7,1643075090129,25/01/2022 01:44:50,1643075089807,-5,24/01/2022 20:44:49,61650,7,questionnaire-vwly,,18834374,78mtxcaj,5573767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x735,,Demographics Questionnaire,5,older than 11 years,No,race-5,White
8,1643075090129,25/01/2022 01:44:50,1643075089807,-5,24/01/2022 20:44:49,61650,7,questionnaire-vwly,,18834374,78mtxcaj,5573767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x735,,Demographics Questionnaire,5,older than 11 years,No,email,***REMOVED***
9,1643075090129,25/01/2022 01:44:50,1643075089807,-5,24/01/2022 20:44:49,61650,7,questionnaire-vwly,,18834374,78mtxcaj,5573767,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x735,,Demographics Questionnaire,5,older than 11 years,No,END QUESTIONNAIRE,24643
1,1643074658100,25/01/2022 01:37:38,1643074657988,-5,24/01/2022 20:37:37,61650,7,questionnaire-vwly,,18834306,tp6f3cw6,5573753,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1536x864,1536x763,,Demographics Questionnaire,5,older than 11 years,No,BEGIN QUESTIONNAIRE,
2,1643074689377,25/01/2022 01:38:09,1643074689313,-5,24/01/2022 20:38:09,61650,7,questionnaire-vwly,,18834306,tp6f3cw6,5573753,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1536x864,1536x763,,Demographics Questionnaire,5,older than 11 years,No,age-month,3
3,1643074689479,25/01/2022 01:38:09,1643074689314,-5,24/01/2022 20:38:09,61650,7,questionnaire-vwly,,18834306,tp6f3cw6,5573753,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1536x864,1536x763,,Demographics Questionnaire,5,older than 11 years,No,age-year,16
4,1643074689479,25/01/2022 01:38:09,1643074689314,-5,24/01/2022 20:38:09,61650,7,questionnaire-vwly,,18834306,tp6f3cw6,5573753,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1536x864,1536x763,,Demographics Questionnaire,5,older than 11 years,No,gender,Male
5,1643074689479,25/01/2022 01:38:09,1643074689314,-5,24/01/2022 20:38:09,61650,7,questionnaire-vwly,,18834306,tp6f3cw6,5573753,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1536x864,1536x763,,Demographics Questionnaire,5,older than 11 years,No,ethnicity,Hispanic or Latino
6,1643074689479,25/01/2022 01:38:09,1643074689315,-5,24/01/2022 20:38:09,61650,7,questionnaire-vwly,,18834306,tp6f3cw6,5573753,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1536x864,1536x763,,Demographics Questionnaire,5,older than 11 years,No,ethnicity-quantised,1
7,1643074689479,25/01/2022 01:38:09,1643074689315,-5,24/01/2022 20:38:09,61650,7,questionnaire-vwly,,18834306,tp6f3cw6,5573753,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1536x864,1536x763,,Demographics Questionnaire,5,older than 11 years,No,race-5,White
8,1643074689479,25/01/2022 01:38:09,1643074689315,-5,24/01/2022 20:38:09,61650,7,questionnaire-vwly,,18834306,tp6f3cw6,5573753,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1536x864,1536x763,,Demographics Questionnaire,5,older than 11 years,No,email,
9,1643074689479,25/01/2022 01:38:09,1643074689315,-5,24/01/2022 20:38:09,61650,7,questionnaire-vwly,,18834306,tp6f3cw6,5573753,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1536x864,1536x763,,Demographics Questionnaire,5,older than 11 years,No,END QUESTIONNAIRE,31327
1,1643063464905,24/01/2022 22:31:04,1643063466648,-5,24/01/2022 17:31:06,61650,7,questionnaire-vwly,,18831406,c1ux0e06,5572683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,BEGIN QUESTIONNAIRE,
2,1643063499037,24/01/2022 22:31:39,1643063500811,-5,24/01/2022 17:31:40,61650,7,questionnaire-vwly,,18831406,c1ux0e06,5572683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,age-month,1
3,1643063499159,24/01/2022 22:31:39,1643063500813,-5,24/01/2022 17:31:40,61650,7,questionnaire-vwly,,18831406,c1ux0e06,5572683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,age-year,8
4,1643063499159,24/01/2022 22:31:39,1643063500813,-5,24/01/2022 17:31:40,61650,7,questionnaire-vwly,,18831406,c1ux0e06,5572683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,gender,female
5,1643063499159,24/01/2022 22:31:39,1643063500813,-5,24/01/2022 17:31:40,61650,7,questionnaire-vwly,,18831406,c1ux0e06,5572683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,ethnicity,Not Hispanic or Latino
6,1643063499159,24/01/2022 22:31:39,1643063500814,-5,24/01/2022 17:31:40,61650,7,questionnaire-vwly,,18831406,c1ux0e06,5572683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,ethnicity-quantised,2
7,1643063499159,24/01/2022 22:31:39,1643063500814,-5,24/01/2022 17:31:40,61650,7,questionnaire-vwly,,18831406,c1ux0e06,5572683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,race-5,White
8,1643063499159,24/01/2022 22:31:39,1643063500814,-5,24/01/2022 17:31:40,61650,7,questionnaire-vwly,,18831406,c1ux0e06,5572683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,email,***REMOVED***
9,1643063499159,24/01/2022 22:31:39,1643063500814,-5,24/01/2022 17:31:40,61650,7,questionnaire-vwly,,18831406,c1ux0e06,5572683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,END QUESTIONNAIRE,34166
1,1643062365205,24/01/2022 22:12:45,1643062366913,-5,24/01/2022 17:12:46,61650,7,questionnaire-vwly,,18831103,ht0och94,5572564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,BEGIN QUESTIONNAIRE,
2,1643062420140,24/01/2022 22:13:40,1643062421891,-5,24/01/2022 17:13:41,61650,7,questionnaire-vwly,,18831103,ht0och94,5572564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,age-month,1
3,1643062420257,24/01/2022 22:13:40,1643062421893,-5,24/01/2022 17:13:41,61650,7,questionnaire-vwly,,18831103,ht0och94,5572564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,age-year,10
4,1643062420257,24/01/2022 22:13:40,1643062421893,-5,24/01/2022 17:13:41,61650,7,questionnaire-vwly,,18831103,ht0och94,5572564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,gender,male
5,1643062420257,24/01/2022 22:13:40,1643062421894,-5,24/01/2022 17:13:41,61650,7,questionnaire-vwly,,18831103,ht0och94,5572564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,ethnicity,Not Hispanic or Latino
6,1643062420257,24/01/2022 22:13:40,1643062421894,-5,24/01/2022 17:13:41,61650,7,questionnaire-vwly,,18831103,ht0och94,5572564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,ethnicity-quantised,2
7,1643062420257,24/01/2022 22:13:40,1643062421894,-5,24/01/2022 17:13:41,61650,7,questionnaire-vwly,,18831103,ht0och94,5572564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,race-5,White
8,1643062420257,24/01/2022 22:13:40,1643062421894,-5,24/01/2022 17:13:41,61650,7,questionnaire-vwly,,18831103,ht0och94,5572564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,email,***REMOVED***
9,1643062420257,24/01/2022 22:13:40,1643062421894,-5,24/01/2022 17:13:41,61650,7,questionnaire-vwly,,18831103,ht0och94,5572564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,11 or younger,No,END QUESTIONNAIRE,54981
1,1643061223668,24/01/2022 21:53:43,1643061225359,-5,24/01/2022 16:53:45,61650,7,questionnaire-vwly,,18830617,dt8g08ua,5572393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,older than 11 years,No,BEGIN QUESTIONNAIRE,
2,1643061278632,24/01/2022 21:54:38,1643061280368,-5,24/01/2022 16:54:40,61650,7,questionnaire-vwly,,18830617,dt8g08ua,5572393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,older than 11 years,No,age-month,1
3,1643061278758,24/01/2022 21:54:38,1643061280369,-5,24/01/2022 16:54:40,61650,7,questionnaire-vwly,,18830617,dt8g08ua,5572393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,older than 11 years,No,age-year,13
4,1643061278758,24/01/2022 21:54:38,1643061280369,-5,24/01/2022 16:54:40,61650,7,questionnaire-vwly,,18830617,dt8g08ua,5572393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,older than 11 years,No,gender,Male
5,1643061278758,24/01/2022 21:54:38,1643061280369,-5,24/01/2022 16:54:40,61650,7,questionnaire-vwly,,18830617,dt8g08ua,5572393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,older than 11 years,No,ethnicity,Not Hispanic or Latino
6,1643061278758,24/01/2022 21:54:38,1643061280369,-5,24/01/2022 16:54:40,61650,7,questionnaire-vwly,,18830617,dt8g08ua,5572393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,older than 11 years,No,ethnicity-quantised,2
7,1643061278758,24/01/2022 21:54:38,1643061280369,-5,24/01/2022 16:54:40,61650,7,questionnaire-vwly,,18830617,dt8g08ua,5572393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,older than 11 years,No,race-5,White
8,1643061278758,24/01/2022 21:54:38,1643061280369,-5,24/01/2022 16:54:40,61650,7,questionnaire-vwly,,18830617,dt8g08ua,5572393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,older than 11 years,No,email,***REMOVED***
9,1643061278758,24/01/2022 21:54:38,1643061280369,-5,24/01/2022 16:54:40,61650,7,questionnaire-vwly,,18830617,dt8g08ua,5572393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x746,,Demographics Questionnaire,5,older than 11 years,No,END QUESTIONNAIRE,55010
1,1643060482982,24/01/2022 21:41:22,1643060482832,-5,24/01/2022 16:41:22,61650,7,questionnaire-vwly,,18830363,z59lvwo1,5572314,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1390x764,,Demographics Questionnaire,5,11 or younger,No,BEGIN QUESTIONNAIRE,
2,1643060533493,24/01/2022 21:42:13,1643060533397,-5,24/01/2022 16:42:13,61650,7,questionnaire-vwly,,18830363,z59lvwo1,5572314,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1390x764,,Demographics Questionnaire,5,11 or younger,No,age-month,9
3,1643060533608,24/01/2022 21:42:13,1643060533399,-5,24/01/2022 16:42:13,61650,7,questionnaire-vwly,,18830363,z59lvwo1,5572314,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1390x764,,Demographics Questionnaire,5,11 or younger,No,age-year,8
4,1643060533608,24/01/2022 21:42:13,1643060533399,-5,24/01/2022 16:42:13,61650,7,questionnaire-vwly,,18830363,z59lvwo1,5572314,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1390x764,,Demographics Questionnaire,5,11 or younger,No,gender,male
5,1643060533608,24/01/2022 21:42:13,1643060533399,-5,24/01/2022 16:42:13,61650,7,questionnaire-vwly,,18830363,z59lvwo1,5572314,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1390x764,,Demographics Questionnaire,5,11 or younger,No,ethnicity,Not Hispanic or Latino
6,1643060533608,24/01/2022 21:42:13,1643060533399,-5,24/01/2022 16:42:13,61650,7,questionnaire-vwly,,18830363,z59lvwo1,5572314,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1390x764,,Demographics Questionnaire,5,11 or younger,No,ethnicity-quantised,2
7,1643060533608,24/01/2022 21:42:13,1643060533399,-5,24/01/2022 16:42:13,61650,7,questionnaire-vwly,,18830363,z59lvwo1,5572314,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1390x764,,Demographics Questionnaire,5,11 or younger,No,race-5,White
8,1643060533608,24/01/2022 21:42:13,1643060533399,-5,24/01/2022 16:42:13,61650,7,questionnaire-vwly,,18830363,z59lvwo1,5572314,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1390x764,,Demographics Questionnaire,5,11 or younger,No,email,***REMOVED***
9,1643060533608,24/01/2022 21:42:13,1643060533399,-5,24/01/2022 16:42:13,61650,7,questionnaire-vwly,,18830363,z59lvwo1,5572314,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 96.0.4664.110,1440x900,1390x764,,Demographics Questionnaire,5,11 or younger,No,END QUESTIONNAIRE,50567
1,1641413091088,05/01/2022 20:04:51,1641413086269,-5,05/01/2022 15:04:46,61650,7,questionnaire-vwly,,18313211,nx08o6v4,5424441,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,BEGIN QUESTIONNAIRE,
2,1641413114137,05/01/2022 20:05:14,1641413109365,-5,05/01/2022 15:05:09,61650,7,questionnaire-vwly,,18313211,nx08o6v4,5424441,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,age-month,11
3,1641413114264,05/01/2022 20:05:14,1641413109367,-5,05/01/2022 15:05:09,61650,7,questionnaire-vwly,,18313211,nx08o6v4,5424441,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,age-year,11
4,1641413114264,05/01/2022 20:05:14,1641413109367,-5,05/01/2022 15:05:09,61650,7,questionnaire-vwly,,18313211,nx08o6v4,5424441,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,gender,female
5,1641413114264,05/01/2022 20:05:14,1641413109367,-5,05/01/2022 15:05:09,61650,7,questionnaire-vwly,,18313211,nx08o6v4,5424441,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,ethnicity,Not Hispanic or Latino
6,1641413114264,05/01/2022 20:05:14,1641413109367,-5,05/01/2022 15:05:09,61650,7,questionnaire-vwly,,18313211,nx08o6v4,5424441,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,ethnicity-quantised,2
7,1641413114264,05/01/2022 20:05:14,1641413109367,-5,05/01/2022 15:05:09,61650,7,questionnaire-vwly,,18313211,nx08o6v4,5424441,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,email,***REMOVED***
8,1641413114264,05/01/2022 20:05:14,1641413109367,-5,05/01/2022 15:05:09,61650,7,questionnaire-vwly,,18313211,nx08o6v4,5424441,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,END QUESTIONNAIRE,23098
1,1641411967309,05/01/2022 19:46:07,1641411962474,-5,05/01/2022 14:46:02,61650,7,questionnaire-vwly,,18313004,s0wxq0kv,5424381,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,BEGIN QUESTIONNAIRE,
2,1641411991481,05/01/2022 19:46:31,1641411986674,-5,05/01/2022 14:46:26,61650,7,questionnaire-vwly,,18313004,s0wxq0kv,5424381,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,age-month,3
3,1641411991610,05/01/2022 19:46:31,1641411986676,-5,05/01/2022 14:46:26,61650,7,questionnaire-vwly,,18313004,s0wxq0kv,5424381,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,age-year,10
4,1641411991610,05/01/2022 19:46:31,1641411986676,-5,05/01/2022 14:46:26,61650,7,questionnaire-vwly,,18313004,s0wxq0kv,5424381,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,gender,female
5,1641411991610,05/01/2022 19:46:31,1641411986676,-5,05/01/2022 14:46:26,61650,7,questionnaire-vwly,,18313004,s0wxq0kv,5424381,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,ethnicity,Not Hispanic or Latino
6,1641411991610,05/01/2022 19:46:31,1641411986676,-5,05/01/2022 14:46:26,61650,7,questionnaire-vwly,,18313004,s0wxq0kv,5424381,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,ethnicity-quantised,2
7,1641411991610,05/01/2022 19:46:31,1641411986677,-5,05/01/2022 14:46:26,61650,7,questionnaire-vwly,,18313004,s0wxq0kv,5424381,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,email,***REMOVED***
8,1641411991610,05/01/2022 19:46:31,1641411986677,-5,05/01/2022 14:46:26,61650,7,questionnaire-vwly,,18313004,s0wxq0kv,5424381,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.71,3440x1440,1495x1138,,Demographics Questionnaire,5,11 or younger,No,END QUESTIONNAIRE,24203
1,1635337963427,27/10/2021 12:32:43,1635337963922,-4,27/10/2021 08:32:43,61650,7,questionnaire-vwly,,16725698,yq5s9kyk,4944917,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.54,1920x1080,1920x937,,Demographics Questionnaire,5,11 or younger,No,BEGIN QUESTIONNAIRE,
2,1635338002487,27/10/2021 12:33:22,1635338003007,-4,27/10/2021 08:33:23,61650,7,questionnaire-vwly,,16725698,yq5s9kyk,4944917,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.54,1920x1080,1920x937,,Demographics Questionnaire,5,11 or younger,No,age-month,6
3,1635338002612,27/10/2021 12:33:22,1635338003008,-4,27/10/2021 08:33:23,61650,7,questionnaire-vwly,,16725698,yq5s9kyk,4944917,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.54,1920x1080,1920x937,,Demographics Questionnaire,5,11 or younger,No,age-year,8
4,1635338002612,27/10/2021 12:33:22,1635338003008,-4,27/10/2021 08:33:23,61650,7,questionnaire-vwly,,16725698,yq5s9kyk,4944917,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.54,1920x1080,1920x937,,Demographics Questionnaire,5,11 or younger,No,gender,Male
5,1635338002612,27/10/2021 12:33:22,1635338003008,-4,27/10/2021 08:33:23,61650,7,questionnaire-vwly,,16725698,yq5s9kyk,4944917,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.54,1920x1080,1920x937,,Demographics Questionnaire,5,11 or younger,No,ethnicity,Not Hispanic or Latino
6,1635338002612,27/10/2021 12:33:22,1635338003008,-4,27/10/2021 08:33:23,61650,7,questionnaire-vwly,,16725698,yq5s9kyk,4944917,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.54,1920x1080,1920x937,,Demographics Questionnaire,5,11 or younger,No,ethnicity-quantised,2
7,1635338002612,27/10/2021 12:33:22,1635338003008,-4,27/10/2021 08:33:23,61650,7,questionnaire-vwly,,16725698,yq5s9kyk,4944917,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.54,1920x1080,1920x937,,Demographics Questionnaire,5,11 or younger,No,race-5,White
8,1635338002612,27/10/2021 12:33:22,1635338003008,-4,27/10/2021 08:33:23,61650,7,questionnaire-vwly,,16725698,yq5s9kyk,4944917,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.54,1920x1080,1920x937,,Demographics Questionnaire,5,11 or younger,No,email,***REMOVED***
9,1635338002612,27/10/2021 12:33:22,1635338003008,-4,27/10/2021 08:33:23,61650,7,questionnaire-vwly,,16725698,yq5s9kyk,4944917,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.54,1920x1080,1920x937,,Demographics Questionnaire,5,11 or younger,No,END QUESTIONNAIRE,39086
1,1635199874971,25/10/2021 22:11:14,1635199874772,-4,25/10/2021 18:11:14,61650,7,questionnaire-vwly,,16674991,0klwzena,4926911,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.81,1920x1080,1920x937,,Demographics Questionnaire,5,11 or younger,No,BEGIN QUESTIONNAIRE,
