Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-d1mn,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,,ANSWER
26,1632590748718,25/09/2021 17:25:48,1632590747562,-4,25/09/2021 13:25:47,61650,4,task-yi9p,,15986034,53y9i6u9,4726391,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 93.0.4577.63,1440x900,1440x733,,Instructions_and_training,13,older than 11 years,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,447241.90000000596,,,event,6,1,0,0,,,,,,training,,
27,1632590836513,25/09/2021 17:27:16,1632590836308,-4,25/09/2021 13:27:16,61650,4,task-yi9p,,15986034,53y9i6u9,4726391,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 93.0.4577.63,1440x900,1440x733,,Instructions_and_training,13,older than 11 years,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,535984.5,,,event,7,1,0,0,,,,,,training,,
28,1632590897890,25/09/2021 17:28:17,1632590897841,-4,25/09/2021 13:28:17,61650,4,task-yi9p,,15986034,53y9i6u9,4726391,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 93.0.4577.63,1440x900,1440x733,,Instructions_and_training,13,older than 11 years,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,597515.5,,,event,8,1,0,0,,,,,,training,,
29,1632590900395,25/09/2021 17:28:20,1632590900316,-4,25/09/2021 13:28:20,61650,4,task-yi9p,,15986034,53y9i6u9,4726391,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 93.0.4577.63,1440x900,1440x733,,Instructions_and_training,13,older than 11 years,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,Zone1,timelimit_screen,599992.746,,,,,0,1,0,,,1,,,training,,
30,1632590905182,25/09/2021 17:28:25,1632590905112,-4,25/09/2021 13:28:25,61650,4,task-yi9p,,15986034,53y9i6u9,4726391,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 93.0.4577.63,1440x900,1440x733,,Instructions_and_training,13,older than 11 years,Spreadsheet1,Spreadsheet1,3,1,28,Ending_Question,content,content_video,4788.4000000059605,,,,,0,1,0,,,,,,training,,
31,1632590907070,25/09/2021 17:28:27,1632590907020,-4,25/09/2021 13:28:27,61650,4,task-yi9p,,15986034,53y9i6u9,4726391,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 93.0.4577.63,1440x900,1440x733,,Instructions_and_training,13,older than 11 years,Spreadsheet1,Spreadsheet1,3,1,29,Ending_Question_2,Zone1,response_button_text,1885,,,Yes,1,0,1,0,,,,,,training,,
32,1632590913922,25/09/2021 17:28:33,1632590913799,-4,25/09/2021 13:28:33,61650,4,task-yi9p,,15986034,53y9i6u9,4726391,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 93.0.4577.63,1440x900,1440x733,,Instructions_and_training,13,older than 11 years,Spreadsheet1,Spreadsheet1,3,1,30,End_1,content,content_video,6772.0999999940395,,,,,0,1,0,,,,,,training,,
33,1632590914404,25/09/2021 17:28:34,1632590913940,-4,25/09/2021 13:28:33,61650,4,task-yi9p,,15986034,53y9i6u9,4726391,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 93.0.4577.63,1440x900,1440x733,,Instructions_and_training,13,older than 11 years,Spreadsheet1,Spreadsheet1,3,1,31,End_2,advancementZone,response_keyboard_single,126.59999999403954,,,end,1,1,0,0,,,,,,training,,
34,1632590914404,25/09/2021 17:28:34,1632590913942,-4,25/09/2021 13:28:33,61650,4,task-yi9p,,15986034,53y9i6u9,4726391,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 93.0.4577.63,1440x900,1440x733,,Instructions_and_training,13,older than 11 years,Spreadsheet1,,,END TASK,,,,,828198,,,,,0,1,0,,,,,,,,
1,1632601807857,25/09/2021 20:30:07,1632601807727,-4,25/09/2021 16:30:07,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1632601820055,25/09/2021 20:30:20,1632601819946,-4,25/09/2021 16:30:19,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,1,Screen_1,content,content_video,10612.70000000298,,,,,0,1,0,,,,,,instructions,,
3,1632601820269,25/09/2021 20:30:20,1632601820170,-4,25/09/2021 16:30:20,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,2,Screen_2,button1,response_keyboard,216.40000000596046,,,sound_on,1,1,0,0,,,,,,instructions,,
4,1632601832468,25/09/2021 20:30:32,1632601832379,-4,25/09/2021 16:30:32,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,3,Screen_3,content,content_video,12205.699999988079,,,,,0,1,0,,,,,,instructions,,
5,1632601852845,25/09/2021 20:30:52,1632601852738,-4,25/09/2021 16:30:52,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,4,Screen_4,advancementZone,response_keyboard_single,20349.5,,,continue,1,1,0,0,,,,,,instructions,,
6,1632601875134,25/09/2021 20:31:15,1632601875046,-4,25/09/2021 16:31:15,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,5,Screen_5,content,content_video,22303.79999999702,,,,,0,1,0,,,,,,instructions,,
7,1632601876540,25/09/2021 20:31:16,1632601876458,-4,25/09/2021 16:31:16,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,6,Screen_6,advancementZone,response_keyboard_single,1401.800000011921,,,continue,1,1,0,0,,,,,,instructions,,
8,1632601883971,25/09/2021 20:31:23,1632601883876,-4,25/09/2021 16:31:23,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,7,Screen_7,content,content_video,7413.699999988079,,,,,0,1,0,,,,,,instructions,,
9,1632601884252,25/09/2021 20:31:24,1632601883976,-4,25/09/2021 16:31:23,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,8,Screen_8,advancementZone,response_keyboard_single,90.8999999910593,,,continue,1,1,0,0,,,,,,instructions,,
10,1632601931085,25/09/2021 20:32:11,1632601930987,-4,25/09/2021 16:32:10,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,2,1,1,Screen_1,Zone1,timelimit_screen,46999.469,,,,,0,1,0,,,1,,,training_intro,,
11,1632601945419,25/09/2021 20:32:25,1632601945330,-4,25/09/2021 16:32:25,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,2,1,2,Screen_2,content,content_video,14322.39999999106,,,,,0,1,0,,,,,,training_intro,,
12,1632601947113,25/09/2021 20:32:27,1632601946910,-4,25/09/2021 16:32:26,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,2,1,3,Screen_3,advancementZone,response_keyboard_single,1563.2999999970198,,,continue,1,1,0,0,,,,,,training_intro,,
13,1632601959938,25/09/2021 20:32:39,1632601959851,-4,25/09/2021 16:32:39,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,2,1,4,Screen_4,content,content_video,12937,,,,,0,1,0,,,,,,training_intro,,
14,1632601960975,25/09/2021 20:32:40,1632601960891,-4,25/09/2021 16:32:40,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,2,1,5,Screen_5,advancementZone,response_keyboard_single,1030.4000000059605,,,continue,1,1,0,0,,,,,,training_intro,,
15,1632601988401,25/09/2021 20:33:08,1632601988296,-4,25/09/2021 16:33:08,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,1,train_2_1_1,content,content_video,27387,,,,,0,1,0,,,,,,training,,
16,1632601989583,25/09/2021 20:33:09,1632601989488,-4,25/09/2021 16:33:09,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,4,train_2_2_1,advancementZone,response_keyboard_single,1181,,,found_event,1,1,0,0,,,,,,training,,
17,1632602001021,25/09/2021 20:33:21,1632602000913,-4,25/09/2021 16:33:20,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,23,Success,content,content_video,11420.70000000298,,,,,0,1,0,,,,,,training,,
18,1632602002344,25/09/2021 20:33:22,1632602002249,-4,25/09/2021 16:33:22,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,24,Success_2,advancementZone,response_keyboard_single,1325.5,,,continue_experiment,1,1,0,0,,,,,,training,,
19,1632602022048,25/09/2021 20:33:42,1632602021946,-4,25/09/2021 16:33:41,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,25,Instructions_3_1,content,content_video,19692.89999999106,,,,,0,1,0,,,,,,training,,
20,1632602022852,25/09/2021 20:33:42,1632602022754,-4,25/09/2021 16:33:42,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,26,Instructions_3_2,Zone1,response_keyboard_single,798.6000000089407,,,continue,1,1,0,0,,,,,,training,,
21,1632602218525,25/09/2021 20:36:58,1632602218053,-4,25/09/2021 16:36:58,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,195291.59999999404,,,event,1,1,0,0,,,,,,training,,
22,1632602298169,25/09/2021 20:38:18,1632602298067,-4,25/09/2021 16:38:18,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,275304.200000003,,,event,2,1,0,0,,,,,,training,,
23,1632602321615,25/09/2021 20:38:41,1632602321483,-4,25/09/2021 16:38:41,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,298720,,,event,3,1,0,0,,,,,,training,,
24,1632602378887,25/09/2021 20:39:38,1632602378798,-4,25/09/2021 16:39:38,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,356034.09999999404,,,event,4,1,0,0,,,,,,training,,
25,1632602429503,25/09/2021 20:40:29,1632602429406,-4,25/09/2021 16:40:29,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,406642.09999999404,,,event,5,1,0,0,,,,,,training,,
26,1632602447605,25/09/2021 20:40:47,1632602447476,-4,25/09/2021 16:40:47,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,424711.89999999106,,,event,6,1,0,0,,,,,,training,,
27,1632602459942,25/09/2021 20:40:59,1632602459836,-4,25/09/2021 16:40:59,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,437072,,,event,7,1,0,0,,,,,,training,,
28,1632602528149,25/09/2021 20:42:08,1632602528068,-4,25/09/2021 16:42:08,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,505302.700000003,,,event,8,1,0,0,,,,,,training,,
29,1632602558157,25/09/2021 20:42:38,1632602558066,-4,25/09/2021 16:42:38,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,535300,,,event,9,1,0,0,,,,,,training,,
30,1632602575712,25/09/2021 20:42:55,1632602575620,-4,25/09/2021 16:42:55,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,552854.5,,,event,10,1,0,0,,,,,,training,,
31,1632602588962,25/09/2021 20:43:08,1632602588872,-4,25/09/2021 16:43:08,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,566105.599999994,,,event,11,1,0,0,,,,,,training,,
32,1632602601820,25/09/2021 20:43:21,1632602601747,-4,25/09/2021 16:43:21,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,578981.299999997,,,event,12,1,0,0,,,,,,training,,
33,1632602608124,25/09/2021 20:43:28,1632602608033,-4,25/09/2021 16:43:28,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,585266.700000003,,,event,13,1,0,0,,,,,,training,,
34,1632602616548,25/09/2021 20:43:36,1632602616458,-4,25/09/2021 16:43:36,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,593692,,,event,14,1,0,0,,,,,,training,,
35,1632602622928,25/09/2021 20:43:42,1632602622761,-4,25/09/2021 16:43:42,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,Zone1,timelimit_screen,599995.6599999999,,,,,0,1,0,,,1,,,training,,
36,1632602627637,25/09/2021 20:43:47,1632602627539,-4,25/09/2021 16:43:47,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,28,Ending_Question,content,content_video,4774.4000000059605,,,,,0,1,0,,,,,,training,,
37,1632602630924,25/09/2021 20:43:50,1632602630780,-4,25/09/2021 16:43:50,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,29,Ending_Question_2,Zone1,response_button_text,3223.7999999970198,,,Yes,1,0,1,0,,,,,,training,,
38,1632602637630,25/09/2021 20:43:57,1632602637522,-4,25/09/2021 16:43:57,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,30,End_1,content,content_video,6737.899999991059,,,,,0,1,0,,,,,,training,,
39,1632602639324,25/09/2021 20:43:59,1632602639227,-4,25/09/2021 16:43:59,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,31,End_2,advancementZone,response_keyboard_single,1695.2999999970198,,,end,1,1,0,0,,,,,,training,,
40,1632602639558,25/09/2021 20:43:59,1632602639229,-4,25/09/2021 16:43:59,61650,4,task-yi9p,,15987662,28jaw77i,4726695,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,,,END TASK,,,,,831502,,,,,0,1,0,,,,,,,,
1,1632603105012,25/09/2021 20:51:45,1632603104861,-4,25/09/2021 16:51:44,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1632603115866,25/09/2021 20:51:55,1632603115751,-4,25/09/2021 16:51:55,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,1,Screen_1,content,content_video,10593.29999999702,,,,,0,1,0,,,,,,instructions,,
3,1632603116151,25/09/2021 20:51:56,1632603116046,-4,25/09/2021 16:51:56,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,2,Screen_2,button1,response_keyboard,289.40000000596046,,,sound_on,1,1,0,0,,,,,,instructions,,
4,1632603128336,25/09/2021 20:52:08,1632603128251,-4,25/09/2021 16:52:08,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,3,Screen_3,content,content_video,12200.70000000298,,,,,0,1,0,,,,,,instructions,,
5,1632603136109,25/09/2021 20:52:16,1632603135995,-4,25/09/2021 16:52:15,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,4,Screen_4,advancementZone,response_keyboard_single,7734.399999991059,,,continue,1,1,0,0,,,,,,instructions,,
6,1632603158393,25/09/2021 20:52:38,1632603158301,-4,25/09/2021 16:52:38,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,5,Screen_5,content,content_video,22301.59999999404,,,,,0,1,0,,,,,,instructions,,
7,1632603161679,25/09/2021 20:52:41,1632603161598,-4,25/09/2021 16:52:41,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,6,Screen_6,advancementZone,response_keyboard_single,3288,,,continue,1,1,0,0,,,,,,instructions,,
8,1632603169096,25/09/2021 20:52:49,1632603169004,-4,25/09/2021 16:52:49,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,7,Screen_7,content,content_video,7401.199999988079,,,,,0,1,0,,,,,,instructions,,
9,1632603169310,25/09/2021 20:52:49,1632603169149,-4,25/09/2021 16:52:49,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,1,1,8,Screen_8,advancementZone,response_keyboard_single,135.59999999403954,,,continue,1,1,0,0,,,,,,instructions,,
10,1632603216262,25/09/2021 20:53:36,1632603216143,-4,25/09/2021 16:53:36,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,2,1,1,Screen_1,Zone1,timelimit_screen,46999.51499999999,,,,,0,1,0,,,1,,,training_intro,,
11,1632603230523,25/09/2021 20:53:50,1632603230444,-4,25/09/2021 16:53:50,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,2,1,2,Screen_2,content,content_video,14295.5,,,,,0,1,0,,,,,,training_intro,,
12,1632603230649,25/09/2021 20:53:50,1632603230572,-4,25/09/2021 16:53:50,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,2,1,3,Screen_3,advancementZone,response_keyboard_single,112.3999999910593,,,continue,1,1,0,0,,,,,,training_intro,,
13,1632603243608,25/09/2021 20:54:03,1632603243504,-4,25/09/2021 16:54:03,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,2,1,4,Screen_4,content,content_video,12929.20000000298,,,,,0,1,0,,,,,,training_intro,,
14,1632603244412,25/09/2021 20:54:04,1632603244305,-4,25/09/2021 16:54:04,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,2,1,5,Screen_5,advancementZone,response_keyboard_single,790.9000000059605,,,continue,1,1,0,0,,,,,,training_intro,,
