Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,,ANSWER
7,1636053064703,04/11/2021 19:11:04,1636053063728,-4,04/11/2021 15:11:03,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,6,Screen_4,advancementZone,response_keyboard_single,478.6000000014901,,,continue,1,1,0,0,,,,,,instructions,,
8,1636053087845,04/11/2021 19:11:27,1636053086426,-4,04/11/2021 15:11:26,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,7,Screen_5,content,content_video,22686.39999999851,,,,,0,1,0,,,,,,instructions,,
9,1636053088078,04/11/2021 19:11:28,1636053086492,-4,04/11/2021 15:11:26,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,8,Screen_6,advancementZone,response_keyboard_single,41.100000001490116,,,continue,1,1,0,0,,,,,,instructions,,
10,1636053095595,04/11/2021 19:11:35,1636053094309,-4,04/11/2021 15:11:34,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,9,Screen_7,content,content_video,7767,,,,,0,1,0,,,,,,instructions,,
11,1636053096348,04/11/2021 19:11:36,1636053094809,-4,04/11/2021 15:11:34,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,10,Screen_8,advancementZone,response_keyboard_single,456.19999999552965,,,continue,1,1,0,0,,,,,,instructions,,
12,1636053143116,04/11/2021 19:12:23,1636053141848,-4,04/11/2021 15:12:21,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,1,Screen_1,Zone1,timelimit_screen,46992.281,,,,,0,1,0,,,1,,,training_intro,,
13,1636053157793,04/11/2021 19:12:37,1636053156544,-4,04/11/2021 15:12:36,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,2,Screen_2,content,content_video,14669.89999999851,,,,,0,1,0,,,,,,training_intro,,
14,1636053158026,04/11/2021 19:12:38,1636053156657,-4,04/11/2021 15:12:36,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,3,Screen_3,advancementZone,response_keyboard_single,64.30000000447035,,,continue,1,1,0,0,,,,,,training_intro,,
15,1636053171237,04/11/2021 19:12:51,1636053170000,-4,04/11/2021 15:12:50,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,4,Screen_4,content,content_video,13327.89999999851,,,,,0,1,0,,,,,,training_intro,,
16,1636053171422,04/11/2021 19:12:51,1636053170244,-4,04/11/2021 15:12:50,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,5,Screen_5,advancementZone,response_keyboard_single,205,,,continue,1,1,0,0,,,,,,training_intro,,
17,1636053199032,04/11/2021 19:13:19,1636053198150,-4,04/11/2021 15:13:18,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,1,train_2_1_1,content,content_video,27835.89999999851,,,,,0,1,0,,,,,,training,,
18,1636053200327,04/11/2021 19:13:20,1636053199444,-4,04/11/2021 15:13:19,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,4,train_2_2_1,advancementZone,response_keyboard_single,1258.1000000014901,,,found_event,1,1,0,0,,,,,,training,,
19,1636053212598,04/11/2021 19:13:32,1636053211336,-4,04/11/2021 15:13:31,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,23,Success,content,content_video,11857.20000000298,,,,,0,1,0,,,,,,training,,
20,1636053212817,04/11/2021 19:13:32,1636053211646,-4,04/11/2021 15:13:31,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,24,Success_2,advancementZone,response_keyboard_single,271.30000000447035,,,continue_experiment,1,1,0,0,,,,,,training,,
21,1636053232675,04/11/2021 19:13:52,1636053231785,-4,04/11/2021 15:13:51,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,25,Instructions_3_1,content,content_video,20114.19999999553,,,,,0,1,0,,,,,,training,,
22,1636053234503,04/11/2021 19:13:54,1636053233234,-4,04/11/2021 15:13:53,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,26,Instructions_3_2,Zone1,response_keyboard_single,1413.9000000059605,,,continue,1,1,0,0,,,,,,training,,
23,1636053430423,04/11/2021 19:17:10,1636053429037,-4,04/11/2021 15:17:09,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,195765.8999999985,,,event,1,1,0,0,,,,,,training,,
24,1636053510143,04/11/2021 19:18:30,1636053508671,-4,04/11/2021 15:18:28,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,275400.6000000015,,,event,2,1,0,0,,,,,,training,,
25,1636053534785,04/11/2021 19:18:54,1636053532516,-4,04/11/2021 15:18:52,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,299245.8999999985,,,event,3,1,0,0,,,,,,training,,
26,1636053589982,04/11/2021 19:19:49,1636053588451,-4,04/11/2021 15:19:48,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,355180.299999997,,,event,4,1,0,0,,,,,,training,,
27,1636053641109,04/11/2021 19:20:41,1636053639597,-4,04/11/2021 15:20:39,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,406326.19999999553,,,event,5,1,0,0,,,,,,training,,
28,1636053649406,04/11/2021 19:20:49,1636053647976,-4,04/11/2021 15:20:47,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,414705.19999999553,,,event,6,1,0,0,,,,,,training,,
29,1636053658326,04/11/2021 19:20:58,1636053657115,-4,04/11/2021 15:20:57,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,423844.799999997,,,event,7,1,0,0,,,,,,training,,
30,1636053660778,04/11/2021 19:21:00,1636053659887,-4,04/11/2021 15:20:59,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,426616.799999997,,,event,8,1,0,0,,,,,,training,,
31,1636053671637,04/11/2021 19:21:11,1636053670407,-4,04/11/2021 15:21:10,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,437136.799999997,,,event,9,1,0,0,,,,,,training,,
32,1636053697457,04/11/2021 19:21:37,1636053696191,-4,04/11/2021 15:21:36,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,462920.799999997,,,event,10,1,0,0,,,,,,training,,
33,1636053762424,04/11/2021 19:22:42,1636053760985,-4,04/11/2021 15:22:40,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,527714.6000000015,,,event,11,1,0,0,,,,,,training,,
34,1636053781800,04/11/2021 19:23:01,1636053780383,-4,04/11/2021 15:23:00,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,547112.6999999955,,,event,12,1,0,0,,,,,,training,,
35,1636053787461,04/11/2021 19:23:07,1636053786585,-4,04/11/2021 15:23:06,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,553314.299999997,,,event,13,1,0,0,,,,,,training,,
36,1636053788971,04/11/2021 19:23:08,1636053788067,-4,04/11/2021 15:23:08,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,554796.299999997,,,event,14,1,0,0,,,,,,training,,
37,1636053802419,04/11/2021 19:23:22,1636053801155,-4,04/11/2021 15:23:21,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,567885.1000000015,,,event,15,1,0,0,,,,,,training,,
38,1636053814606,04/11/2021 19:23:34,1636053813311,-4,04/11/2021 15:23:33,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,580040.799999997,,,event,16,1,0,0,,,,,,training,,
39,1636053815663,04/11/2021 19:23:35,1636053814761,-4,04/11/2021 15:23:34,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,581491.1000000015,,,event,17,1,0,0,,,,,,training,,
40,1636053834664,04/11/2021 19:23:54,1636053833260,-4,04/11/2021 15:23:53,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,Zone1,timelimit_screen,599992.592,,,,,0,1,0,,,1,,,training,,
41,1636053847045,04/11/2021 19:24:07,1636053845614,-4,04/11/2021 15:24:05,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,28,Ending_Question,content,content_video,12330.60000000149,,,,,0,1,0,,,,,,training,,
42,1636053848823,04/11/2021 19:24:08,1636053847942,-4,04/11/2021 15:24:07,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,29,Ending_Question_2,Zone1,response_keyboard,2267,,,yes,1,0,1,0,,,,,,training,,
43,1636053856313,04/11/2021 19:24:16,1636053855080,-4,04/11/2021 15:24:15,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,30,End_1,content,content_video,7121.79999999702,,,,,0,1,0,,,,,,training,,
44,1636053856589,04/11/2021 19:24:16,1636053855318,-4,04/11/2021 15:24:15,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,31,End_2,advancementZone,response_keyboard_single,204.60000000149012,,,end,1,1,0,0,,,,,,training,,
45,1636053856589,04/11/2021 19:24:16,1636053855324,-4,04/11/2021 15:24:15,68194,4,task-1t2b,,16895270,6169148bd6f750bb95b972b0,5000105,,complete,,61842fdaa28cbdc33ef524be,computer,Desktop or Laptop,Chromium OS 14150.74.0,Chrome 94.0.4606.114,1600x900,1601x782,,Instructions_and_training,14,Spreadsheet1,,,END TASK,,,,,843461,,,,,0,1,0,,,,,,,,
1,1636053087922,04/11/2021 19:11:27,1636053087775,-7,04/11/2021 12:11:27,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1636053100199,04/11/2021 19:11:40,1636053100075,-7,04/11/2021 12:11:40,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,1,Screen_1,content,content_video,10617.80000114441,,,,,0,1,0,,,,,,instructions,,
3,1636053101918,04/11/2021 19:11:41,1636053101835,-7,04/11/2021 12:11:41,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,2,Screen_2,button1,response_keyboard,1749.6000003814697,,,sound_on,1,1,0,0,,,,,,instructions,,
4,1636053113302,04/11/2021 19:11:53,1636053113189,-7,04/11/2021 12:11:53,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,3,Screen_2_1,content,content_video,11350.20000076294,,,,,0,1,0,,,,,,instructions,,
5,1636053113498,04/11/2021 19:11:53,1636053113361,-7,04/11/2021 12:11:53,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,4,Screen_2_2,advancementZone,response_keyboard_single,165.10000038146973,,,max_browser,1,1,0,0,,,,,,instructions,,
6,1636053125726,04/11/2021 19:12:05,1636053125605,-7,04/11/2021 12:12:05,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,5,Screen_3,content,content_video,12241.10000038147,,,,,0,1,0,,,,,,instructions,,
7,1636053126132,04/11/2021 19:12:06,1636053126042,-7,04/11/2021 12:12:06,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,6,Screen_4,advancementZone,response_keyboard_single,428.5,,,continue,1,1,0,0,,,,,,instructions,,
8,1636053148415,04/11/2021 19:12:28,1636053148322,-7,04/11/2021 12:12:28,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,7,Screen_5,content,content_video,22275.59999847412,,,,,0,1,0,,,,,,instructions,,
9,1636053148606,04/11/2021 19:12:28,1636053148346,-7,04/11/2021 12:12:28,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,8,Screen_6,advancementZone,response_keyboard_single,17.099998474121094,,,continue,1,1,0,0,,,,,,instructions,,
10,1636053155864,04/11/2021 19:12:35,1636053155766,-7,04/11/2021 12:12:35,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,9,Screen_7,content,content_video,7416.89999961853,,,,,0,1,0,,,,,,instructions,,
11,1636053156161,04/11/2021 19:12:36,1636053156082,-7,04/11/2021 12:12:36,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,10,Screen_8,advancementZone,response_keyboard_single,307,,,continue,1,1,0,0,,,,,,instructions,,
12,1636053203171,04/11/2021 19:13:23,1636053203080,-7,04/11/2021 12:13:23,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,1,Screen_1,Zone1,timelimit_screen,46999.79400000001,,,,,0,1,0,,,1,,,training_intro,,
13,1636053217455,04/11/2021 19:13:37,1636053217359,-7,04/11/2021 12:13:37,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,2,Screen_2,content,content_video,14273.60000038147,,,,,0,1,0,,,,,,training_intro,,
14,1636053217658,04/11/2021 19:13:37,1636053217563,-7,04/11/2021 12:13:37,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,3,Screen_3,advancementZone,response_keyboard_single,189.20000076293945,,,continue,1,1,0,0,,,,,,training_intro,,
15,1636053230581,04/11/2021 19:13:50,1636053230478,-7,04/11/2021 12:13:50,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,4,Screen_4,content,content_video,12911,,,,,0,1,0,,,,,,training_intro,,
16,1636053233775,04/11/2021 19:13:53,1636053233684,-7,04/11/2021 12:13:53,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,5,Screen_5,advancementZone,response_keyboard_single,3198.5,,,continue,1,1,0,0,,,,,,training_intro,,
17,1636053261186,04/11/2021 19:14:21,1636053261077,-7,04/11/2021 12:14:21,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,1,train_2_1_1,content,content_video,27385.10000038147,,,,,0,1,0,,,,,,training,,
18,1636053262033,04/11/2021 19:14:22,1636053261948,-7,04/11/2021 12:14:21,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,4,train_2_2_1,advancementZone,response_keyboard_single,863,,,found_event,1,1,0,0,,,,,,training,,
19,1636053273438,04/11/2021 19:14:33,1636053273340,-7,04/11/2021 12:14:33,68194,4,task-1t2b,,16895298,614e1d9272b5f46d5946f49e,5000113,,complete,,6184302c9e611bd36c87e997,computer,Desktop or Laptop,Windows 10,Chrome 95.0.4638.69,1920x1080,1920x937,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,23,Success,content,content_video,11386.70000076294,,,,,0,1,0,,,,,,training,,
